"","CardNames","DeckCount","WinrateAverage"
"1","Gruul Spellbreaker",1,85.7
"2","Elspeth's Nightmare",2,82.4
"3","Collective Effort",1,80
"4","Liliana, Dreadhorde General",2,77.8
"5","Canyon Slough",2,77.8
"6","Introduction to Annihilation",1,77.8
"7","Introduction to Prophecy",1,77.8
"8","Spirit Summoning",1,77.8
"9","Start from Scratch",1,77.8
"10","Torrential Gearhulk",2,76.5
"11","Painful Truths",3,76.2
"12","Eliminate",3,76
"13","Aphemia, the Cacophony",10,75
"14","Oblivion Sower",3,75
"15","Inkling Summoning",2,75
"16","Ritual of Soot",2,75
"17","Stain the Mind",2,75
"18","Cavalier of Dawn",2,75
"19","Sudden Spinnerets",1,75
"20","Knight of Grace",1,75
"21","Collision // Colossus",1,75
"22","Lavabrink Venturer",1,75
"23","Ixalan's Binding",1,75
"24","Omen of the Forge",1,75
"25","Metallic Rebuke",1,75
"26","Mountain",1,75
"27","Hobgoblin Bandit Lord",1,75
"28","Goblin Instigator",1,75
"29","Goblin Ringleader",1,75
"30","Ruric Thar, the Unbowed",1,75
"31","Aetherspouts",7,74.5
"32","Omen of the Sun",4,74.2
"33","Skyclave Shade",5,73.8
"34","Season of Growth",5,73.8
"35","Tolsimir, Friend to Wolves",5,73.7
"36","Flame Sweep",5,73.7
"37","Shrapnel Blast",2,73.3
"38","Essence Extraction",3,73.1
"39","Witch's Vengeance",4,72.7
"40","Barrier Breach",3,72.7
"41","Dark Betrayal",4,71.9
"42","Sphinx's Revelation",6,71.7
"43","Despise",14,71.4
"44","Nyx-Fleece Ram",9,71.4
"45","Fumigate",8,71.4
"46","Ray of Enfeeblement",7,71.4
"47","Fourth Bridge Prowler",3,71.4
"48","Teferi, Hero of Dominaria",3,71.4
"49","Lavinia, Azorius Renegade",2,71.4
"50","Arasta of the Endless Web",2,71.4
